id|name|code|description
424|Pastanecilik, tatlıcılık|56.30.08|Boza, şalgam ve sahlep sunum faaliyeti
425|Şarküteri ürünleri imalatı, ticareti|10.12.03|Kümes hayvanlarının yağlarının sofra yağına çevrilmesi
426|Şarküteri ürünleri imalatı, ticareti|10.41.01|Ayçiçek yağı imalatı
427|Şarküteri ürünleri imalatı, ticareti|10.41.02|Bitkisel sıvı yağ (yenilebilen) imalatı (soya, susam, haşhaş, pamuk, fındık, kolza, hardal vb. yağlar) (zeytin yağı, ayçiçeği yağı ve mısır yağı hariç)
428|Şarküteri ürünleri imalatı, ticareti|10.41.03|Beziryağı imalatı
429|Şarküteri ürünleri imalatı, ticareti|10.41.05|Prina yağı imalatı (diğer küspelerden elde edilen yağlar dahil) (mısır yağı hariç)
430|Şarküteri ürünleri imalatı, ticareti|10.41.06|Kakao yağı, badem yağı, kekik yağı, defne yağı, hurma çekirdeği veya babassu yağı, keten tohumu yağı, Hint yağı, tung yağı ve diğer benzer yağların imalatı (bezir yağı hariç)
431|Şarküteri ürünleri imalatı, ticareti|10.41.07|Zeytinyağı imalatı (saf, sızma, rafine)
432|Şarküteri ürünleri imalatı, ticareti|10.41.10|Balık ve deniz memelilerinden yağ elde edilmesi
433|Şarküteri ürünleri imalatı, ticareti|10.42.01|Margarin ve benzeri yenilebilir katı yağların imalatı
434|Şarküteri ürünleri imalatı, ticareti|10.51.01|Süt imalatı, işlenmiş (pastörize edilmiş, sterilize edilmiş, homojenleştirilmiş ve/veya yüksek ısıdan geçirilmiş) (katı veya toz halde süt hariç)
435|Şarküteri ürünleri imalatı, ticareti|10.51.02|Peynir, lor ve çökelek imalatı
436|Şarküteri ürünleri imalatı, ticareti|10.51.03|Süt tozu, peynir özü (kazein), süt şekeri (laktoz) ve peynir altı suyu (kesilmiş sütün suyu) imalatı (katı veya toz halde süt, krema dahil)
437|Şarküteri ürünleri imalatı, ticareti|10.51.90|Sütten yapılan diğer ürünlerin imalatı
438|Şarküteri ürünleri imalatı, ticareti|10.62.06|Mısır yağı imalatı
439|Şarküteri ürünleri imalatı, ticareti|46.31.05|Zeytin (işlenmiş) toptan ticareti
440|Şarküteri ürünleri imalatı, ticareti|46.33.01|Süt ürünleri toptan ticareti (işlenmiş süt, süt tozu, yoğurt, peynir, kaymak, tereyağı vb.)
441|Şarküteri ürünleri imalatı, ticareti|46.33.02|Yumurta ve yumurta ürünleri toptan ticareti
442|Şarküteri ürünleri imalatı, ticareti|46.33.03|Hayvan veya bitkisel kaynaklı yenilebilir sıvı ve katı yağların toptan ticareti (tereyağı hariç)
443|Şarküteri ürünleri imalatı, ticareti|47.21.03|Zeytin perakende ticareti
444|Şarküteri ürünleri imalatı, ticareti|47.27.01|Süt ve süt ürünleri perakende ticareti (dondurma perakende ticareti hariç)
445|Şarküteri ürünleri imalatı, ticareti|47.27.05|Katı ve sıvı yağların perakende ticareti (yemeklik yağ dahil)
446|Şarküteri ürünleri imalatı, ticareti|47.27.07|Yumurta perakende ticareti
447|Şekercilik, çikolatacılık|10.81.03|Akçaağaç şurubu imalatı
448|Şekercilik, çikolatacılık|10.82.01|Çikolata ve kakao içeren şekerlemelerin imalatı (beyaz çikolata ve sürülerek yenebilen kakaolu ürünler hariç)
449|Şekercilik, çikolatacılık|10.82.02|Şekerlemelerin ve şeker pastillerinin imalatı (bonbon şekeri vb.) (kakaolu şekerlemeler hariç)
450|Şekercilik, çikolatacılık|10.82.03|Sürülerek yenebilen kakaolu ürünlerin imalatı
451|Şekercilik, çikolatacılık|10.82.04|Lokum, pişmaniye, helva, karamel, koz helva, fondan, beyaz çikolata vb. imalatı (tahin helvası dahil)
452|Şekercilik, çikolatacılık|10.82.05|Ciklet imalatı (sakız)
453|Şekercilik, çikolatacılık|10.82.06|Sert kabuklu yemiş, meyve, meyve kabuğu ve diğer bitki parçalarından şekerleme imalatı (meyan kökü hülasaları dahil)
454|Şekercilik, çikolatacılık|10.82.07|Kakao tozu, kakao ezmesi/hamuru ve kakao yağı imalatı
455|Şekercilik, çikolatacılık|46.36.01|Çikolata ve şekerleme toptan ticareti (helva, lokum, akide şekeri, bonbon şekeri vb. dahil)
456|Şekercilik, çikolatacılık|47.24.02|Çikolata ve şekerleme perakende ticareti
457|Tavukçuluk|01.47.01|Kümes hayvanlarının yetiştirilmesi (tavuk, hindi, ördek, kaz ve beç tavuğu vb.)
458|Tavukçuluk|01.47.02|Kuluçkahanelerin faaliyetleri
459|Tavukçuluk|01.47.03|Kümes hayvanlarından yumurta üretilmesi
460|Tavukçuluk|01.48.99|Başka yerde sınıflandırılmamış diğer hayvan yetiştiriciliği
461|Tavukçuluk|10.12.04|Kuş tüyü ve ince kuş tüyü imalatı (derileri dahil)
462|Tavukçuluk|46.11.02|Canlı hayvanların bir ücret veya sözleşmeye dayalı olarak toptan satışını yapan aracılar
463|Tavukçuluk|46.23.02|Canlı kümes hayvanları toptan ticareti
464|Tavukçuluk|47.76.05|Canlı kümes hayvanlarının perakende ticareti
465|Yaş sebze, meyve ticareti|10.39.99|Başka yerde sınıflandırılmamış meyve ve sebzelerin başka yöntemlerle işlenmesi ve saklanması (kesilmiş ve paketlenmiş olanlar dahil)
466|Yaş sebze, meyve ticareti|46.17.02|Yaş sebze ve meyvelerin toptan satışı ile ilgili aracıların faaliyetleri (kabzımallık ve aracı üretici birlikleri dahil)
467|Yaş sebze, meyve ticareti|46.31.02|Taze incir ve üzüm toptan ticareti
468|Yaş sebze, meyve ticareti|46.31.03|Narenciye toptan ticareti
469|Yaş sebze, meyve ticareti|46.31.04|Diğer taze meyve sebze toptan ticareti (patates dahil)
470|Yaş sebze, meyve ticareti|46.31.06|Kültür mantarı toptan ticareti
471|Yaş sebze, meyve ticareti|46.31.90|Diğer işlenmiş veya korunmuş sebze ve meyve toptan ticareti (reçel, pekmez, pestil, salamura veya turşusu yapılmış olanlar dahil) (fındık, incir, üzüm, narenciye, zeytin, kültür mantarı ve kuru yemiş hariç)
472|Yufkacılık, kadayıfçılık|10.72.03|Tatlandırılmamış dayanıklı hamur tatlıları imalatı (pişirilmiş olsun olmasın tatlandırılmamış kadayıf, baklava vb.) (yufka imalatı dahil)
473|Ayakkabıcılık|15.20.06|Ayakkabı ve terliklerin kauçuk parçalarının imalatı
474|Ayakkabıcılık|15.20.07|Ayakkabı ve terliklerin plastik parçalarının imalatı
475|Ayakkabıcılık|15.20.15|Deriden ayakkabı, mes, bot, çizme, postal, terlik, vb. imalatı (ortopedik ayakkabı ve kayak ayakkabısı hariç)
476|Ayakkabıcılık|15.20.17|Plastik veya kauçuktan ayakkabı, bot, çizme, postal, terlik, vb. imalatı (ortopedik ayakkabı ve kayak ayakkabısı hariç)
477|Ayakkabıcılık|15.20.18|Tekstilden ve diğer malzemelerden ayakkabı, mes, bot, çizme, postal, terlik, vb. imalatı (tamamıyla tekstilden olanlar ile ortopedik ayakkabı ve kayak ayakkabısı hariç)
478|Ayakkabıcılık|15.20.19|Ayakkabı ve terliklerin deri parçalarının imalatı ile sayacılık faaliyetleri
479|Ayakkabıcılık|46.42.02|Ayakkabı toptan ticareti (spor ayakkabıları hariç)
480|Ayakkabıcılık|46.42.08|Ayakkabı malzemeleri toptan ticareti
481|Ayakkabıcılık|47.63.07|Spor ayakkabısı perakende ticareti (kayak botları dahil)
482|Ayakkabıcılık|47.72.01|Ayakkabı, terlik vb. perakende ticareti (kavafiye dahil; spor ayakkabıları ile tamamı tekstilden olanlar hariç)
483|Ayakkabıcılık|47.72.06|Ayakkabı parçaları perakende ticareti (deri, ayakkabı sayası, topuk, topuk yastığı, ayakkabı bağları vb.)
484|Ayakkabıcılık|95.23.01|Ayakkabı ve deri eşyaların onarım ve bakımı (deri giyim eşyası hariç)
485|Ayakkabıcılık|96.99.11|Ayakkabı boyama hizmetleri
486|Çamaşırhane, kuru temizleme, ütücülük hizmetleri|96.10.01|Giyim eşyası ve diğer tekstil ürünlerini ütüleme hizmetleri
487|Çamaşırhane, kuru temizleme, ütücülük hizmetleri|96.10.02|Çamaşırhane hizmetleri
488|Çamaşırhane, kuru temizleme, ütücülük hizmetleri|96.10.03|Kuru temizleme hizmetleri
489|Deri aksesuar imalatı, ticareti|15.12.07|Deri, kösele, karma deri ve diğer malzemelerden bavul ve çanta, deriden sigaralık, deri ayakkabı bağı, kişisel bakım, dikiş vb. amaçlı seyahat seti vb. ürünlerin imalatı
490|Deri aksesuar imalatı, ticareti|15.12.08|Deriden veya diğer malzemelerden saraçlık ve koşum takımı imalatı (kamçı, semer, eyer, tasma kayışı, heybe vb.)
491|Deri aksesuar imalatı, ticareti|15.12.09|Deri saat kayışı imalatı
492|Deri aksesuar imalatı, ticareti|46.16.02|Deri eşyalar ve seyahat aksesuarlarının bir ücret veya sözleşmeye dayalı olarak toptan satışını yapan aracılar
493|Deri aksesuar imalatı, ticareti|46.49.01|Deri eşyalar ve seyahat aksesuarları toptan ticareti
494|Deri aksesuar imalatı, ticareti|47.72.02|Bavul, el çantası ve diğer seyahat aksesuarlarının perakende ticareti (deriden, deri bileşimlerinden, plastik levhadan, tekstil malzemesinden, vulkanize (ebonit) elyaf veya mukavvadan)
495|Deri aksesuar imalatı, ticareti|47.72.05|Saraciye ürünleri ve koşum takımı perakende ticareti (eyer, semer, vb.)
496|Deri aksesuar imalatı, ticareti|47.72.90|Deriden veya deri bileşimlerinden diğer ürünlerin perakende ticareti (deri veya deri bileşimli giyim eşyası hariç)
497|Deri giyim eşyası imalatı, onarımı|14.24.01|Deri giyim eşyası imalatı (deri ayakkabı hariç)
498|Deri giyim eşyası imalatı, onarımı|14.24.02|Kürklü deriden giyim eşyası, giysi aksesuarları ve diğer eşyaların imalatı (kürkten şapka ve başlık hariç)
499|Deri giyim eşyası imalatı, onarımı|95.29.07|Deri ve deri bileşimli giyim eşyaları ile kürk giyim eşyalarının onarımı
500|Deri giyim eşyası ticareti|46.16.01|Deri giyim eşyası, kürk ve ayakkabının bir ücret veya sözleşmeye dayalı olarak toptan satışını yapan aracılar
501|Deri giyim eşyası ticareti|46.42.04|Kürk ve deriden giyim eşyalarının toptan ticareti
502|Deri giyim eşyası ticareti|47.71.03|Kürklü deriden giyim eşyalarının perakende ticareti (işlenmiş kürklü deriler dahil)
503|Deri giyim eşyası ticareti|47.71.07|Deri veya deri bileşimli giyim eşyası perakende ticareti
504|Dericilik|15.11.10|Deri ve kürklü deri imalatı (kürkün ve derinin tabaklanması, sepilenmesi, boyanması, cilalanması ve işlenmesi)(işlenmiş derinin başka işlemlere tabi tutulmaksızın yalnızca tamburda ütülenmesi ve kurutulması hariç)
505|Dericilik|15.11.11|Kürklü derinin ve postların kazınarak temizlenmesi, kırkılması, tüylerinin yolunması ve ağartılması (postlu derilerin terbiyesi dahil)
506|Dericilik|15.11.13|Deri ve kösele esaslı terkip ile elde edilen levha, yaprak, şerit deri ve kösele imalatı
507|Dericilik|15.11.14|İşlenmiş derinin başka işlemlere tabi tutulmaksızın yalnızca tamburda ütülenmesi ve kurutulması
508|Dericilik|15.12.99|Deriden veya deri bileşimlerinden başka yerde sınıflandırılmamış diğer ürünlerin imalatı (makinelerde veya mekanik cihazlarda kullanılan veya diğer teknik kullanımlar için ürünler dahil)
509|Dericilik|46.24.02|Tabaklanmış deri, güderi ve kösele toptan ticareti
510|Dokumacılık|13.10.03|Doğal pamuk elyafının imalatı (kardelenmesi, taraklanması vb.)
511|Dokumacılık|13.10.05|Doğal yün ve tiftik elyafının imalatı (kardelenmesi, taraklanması, yün yağının giderilmesi, karbonize edilmesi ve yapağının boyanması vb.)
512|Dokumacılık|13.10.06|Doğal jüt, keten ve diğer bitkisel tekstil elyaflarının imalatı (kardelenmesi, taraklanması vb.) (pamuk hariç)
513|Dokumacılık|13.10.09|Sentetik veya suni devamsız elyafın kardelenmesi ve taraklanması
514|Dokumacılık|13.10.10|Doğal ipeğin bükülmesi ve iplik haline getirilmesi
515|Dokumacılık|13.10.12|Pamuk elyafının bükülmesi ve iplik haline getirilmesi
516|Dokumacılık|13.10.13|Yün ve tiftik elyafının bükülmesi ve iplik haline getirilmesi
517|Dokumacılık|13.10.14|Jüt, keten ve diğer bitkisel tekstil elyaflarının bükülmesi ve iplik haline getirilmesi (pamuk hariç)
518|Dokumacılık|13.10.15|Suni ve sentetik elyafların bükülmesi ve iplik haline getirilmesi (filament ipliği ve suni ipek elyafı imalatı hariç)
519|Dokumacılık|13.20.14|Kot kumaşı imalatı
520|Dokumacılık|13.20.16|Pamuklu dokuma kumaş imalatı
521|Dokumacılık|13.20.17|Doğal kıl ve yünden dokuma kumaş imalatı
522|Dokumacılık|13.20.19|Doğal ipekten kumaş (doğal ipekten dokuma tül kumaş dahil) imalatı
523|Dokumacılık|13.20.20|Keten, rami, kenevir, jüt elyafları ile diğer bitkisel tekstil elyaflarından dokuma kumaş (bitkisel elyaftan dokuma tül kumaş dahil) imalatı (pamuk hariç)
524|Dokumacılık|13.20.21|Havlı, şönil, havlu, pelüş, tırtıl ve benzeri ilmeği kesilmemiş dokuma kumaşlar ile tafting kumaş imalatı
525|Dokumacılık|13.20.22|Suni ve sentetik filamentlerden ve devamsız elyaflardan dokuma kumaş imalatı
526|Dokumacılık|13.20.23|Dokuma yoluyla imitasyon kürk kumaş imalatı
527|Dokumacılık|13.91.01|Örgü ve tığ işi kumaşların imalatı (penye ve havlı kumaşlar ile raschel veya benzeri makineler ile örülen tül kumaş, perdelik kumaş vb. örgü veya tığ ile örülmüş kumaşlar dahil)
528|Dokumacılık|13.91.02|Örme yoluyla imitasyon kürk kumaşı imalatı
529|Dokumacılık|13.92.04|Tekstilden yer bezi, bulaşık bezi, toz bezi vb. temizlik bezleri imalatı
530|Dokumacılık|13.92.06|Tekstilden çuval, torba, çanta ve benzerlerinin imalatı
531|Dokumacılık|13.92.09|Bayrak, sancak ve flama imalatı
532|Dokumacılık|13.92.11|Branda, tente, stor (güneşlik), yelken, çadır ve kamp malzemeleri imalatı (şişme yataklar dahil)
533|Dokumacılık|13.94.02|Ağ ve ağ ürünleri imalatı, sicim, kınnap, halat veya urgandan (balık ağı, yük boşaltma ağları, vb.)
534|Dokumacılık|13.94.03|Sicim, urgan, halat, kordon ve benzerleri imalatı (kauçuk veya plastik emdirilmiş, kaplanmış olanlar dahil)
535|Dokumacılık|13.95.01|Dokusuz kumaş ve dokusuz kumaştan yapılan ürünlerin imalatı (giyim eşyası hariç)
536|Dokumacılık|13.96.01|Dokunabilir ipliklerden metalize iplik ve metalize iplik ile bunlardan dokuma kumaş imalatı (giyim ve döşemecilikte kullanılan)
537|Dokumacılık|13.96.03|Dar dokuma kumaşların imalatı (etiket, arma ve diğer benzeri eşyalar hariç)
538|Dokumacılık|13.96.05|Teknik kullanım amaçlı tekstil ürünleri ve eşyaları imalatı (fitil, lüks lambası gömleği, tekstil malzemesinden hortumlar, taşıma veya konveyör bantları, elek bezi ve süzgeç bezi dahil)
539|Dokumacılık|13.96.06|Kord bezi imalatı
540|Dokumacılık|13.96.08|Kaplanmış veya emdirilmiş tekstil kumaşlarının imalatı (cilt kapağı için mensucat, mühendis muşambası, tiyatro dekorları, tuval vb. dahil)
541|Dokumacılık|13.96.09|Cam elyafından kumaş imalatı
542|Dokumacılık|13.96.12|Tekstilden örtü ve kılıf imalatı (araba, makine, mobilya vb. için)
543|Dokumacılık|17.24.03|Tekstil duvar kaplamalarının imalatı
544|Dokumacılık|20.60.01|Kardelenmemiş ve taranmamış suni ve sentetik elyaf imalatı
545|Dokumacılık|20.60.02|Sentetik filament ipliği ve sentetik monofilamentlerin, şeritlerin ve benzerlerinin imalatı (poliamidden ve polyesterden yüksek mukavemetli filament iplikler dahil) (bükülü, katlı ve tekstürize olanlar hariç)
546|Dokumacılık|22.12.09|Kauçuk kaplanmış, emdirilmiş, sıvanmış ve lamine edilmiş tekstil kumaşlarının imalatı, ana bileşeni kauçuk olanlar (kord bezi hariç)
547|Dokumacılık|33.19.01|Tentelerin, kamp ekipmanlarının, çuvalların ve balıkçılık ağları gibi diğer hazır tekstil malzemelerinin onarımı
548|Dokumacılık|46.41.03|Kumaş toptan ticareti (manifatura ürünleri dahil)
549|Dokumacılık|46.41.90|Diğer tekstil ürünleri toptan ticareti
550|Dokumacılık|47.51.03|Kumaş perakende ticareti
551|Dokumacılık|47.78.30|Tekstilden çuval, torba, vb. perakende ticareti (eşya paketleme amacıyla kullanılanlar)
552|Ev tekstil ürünleri imalatı, ticareti|13.92.01|Yatak örtü takımları, yatak çarşafları, yastık kılıfları, masa örtüsü ile tuvalet ve mutfakta kullanılan örtülerin imalatı (el ve yüz havluları dahil)
553|Ev tekstil ürünleri imalatı, ticareti|13.92.02|Yorgan, kuştüyü yorgan, minder, puf, yastık, halı yastık, uyku tulumu ve benzerlerinin imalatı
554|Ev tekstil ürünleri imalatı, ticareti|13.92.03|Perdelerin ve iç storların, perde veya yatak saçaklarının, farbelalarının ve malzemelerinin imalatı (gipür, hazır tül perde ve kalın perdeler dahil)
555|Ev tekstil ürünleri imalatı, ticareti|13.92.05|Battaniye imalatı
556|Ev tekstil ürünleri imalatı, ticareti|13.99.02|Oya, dantel ve nakış imalatı (kapitone ürünleri dahil) ile tül ve diğer ağ kumaşların (dokuma, örgü (triko) veya tığ işi (kroşe) olanlar hariç) imalatı
557|Ev tekstil ürünleri imalatı, ticareti|13.99.04|Tekstil kırpıntısı imalatı (yatak, yorgan, yastık, şilte ve benzeri doldurmak için)
558|Ev tekstil ürünleri imalatı, ticareti|46.16.04|Tekstil ürünlerinin bir ücret veya sözleşmeye dayalı olarak toptan satışını yapan aracılar (iplik, kumaş, ev tekstili, perde vb. ürünler) (giyim eşyaları hariç)
559|Ev tekstil ürünleri imalatı, ticareti|46.41.01|Evde kullanılan tekstil takımları, perdeler ve çeşitli tekstil malzemesinden ev eşyaları toptan ticareti
560|Ev tekstil ürünleri imalatı, ticareti|47.51.05|Evde kullanılan tekstil takımları ve çeşitli tekstil malzemesinden ev eşyaları perakende ticareti
561|Ev tekstil ürünleri imalatı, ticareti|47.53.01|Perde, iç stor, perde veya yatak saçağı ve farbelası perakende ticareti
562|Halı yıkama hizmetleri|96.10.04|Halı ve kilim yıkama hizmetleri
563|Halıcılık, kilimcilik|13.93.01|Halı (duvar halısı dahil) ve kilim imalatı (paspas, yolluk ve benzeri tekstil yer kaplamaları dahil)
564|Halıcılık, kilimcilik|13.93.02|Halı, kilim vb. için çözgücülük, halı oymacılığı vb. faaliyetler
565|Halıcılık, kilimcilik|46.47.02|Halı, kilim, vb. yer kaplamaları toptan ticareti
566|Halıcılık, kilimcilik|47.53.02|Halı, kilim ve diğer tekstil yer döşemeleri perakende ticareti (keçeden olanlar dahil)
567|İkinci el tekstil ürünleri ticareti|47.79.06|Kullanılmış giysiler ve aksesuarlarının perakende ticareti
568|Konfeksiyonculuk|14.10.01|Giyim eşyası imalatı (örgü veya tığ işi kumaştan olanlar) (spor ve bebek giysileri hariç)
569|Konfeksiyonculuk|14.10.02|Bebek giyim eşyası imalatı (örgü veya tığ işi kumaştan)
570|Konfeksiyonculuk|14.10.03|Spor ve antrenman giysileri, kayak kıyafetleri, yüzme kıyafetleri vb. imalatı (örgü veya tığ işi kumaştan olanlar)
571|Konfeksiyonculuk|14.10.04|Çorap imalatı (örme ve tığ işi olan külotlu çorap, tayt çorap, kısa kadın çorabı, erkek çorabı, patik ve diğer çoraplar)
572|Konfeksiyonculuk|14.21.01|Dış giyim eşyası imalatı (örgü veya tığ işi olanlar hariç) (spor ve bebek giysileri hariç)
573|Konfeksiyonculuk|14.21.02|Bebek dış giyim eşyası imalatı (örgü veya tığ işi kumaştan olanlar hariç)
574|Konfeksiyonculuk|14.21.03|Gelinlik imalatı
575|Konfeksiyonculuk|14.22.01|Atlet, fanila, külot, slip, iç etek, kombinezon, jüp, jüpon, sütyen, korse vb. iç çamaşırı imalatı (örgü veya tığ işi kumaştan olanlar hariç)
576|Konfeksiyonculuk|14.22.02|Gecelik, sabahlık, pijama, bornoz ve ropdöşambır imalatı (örgü veya tığ işi kumaştan olanlar hariç)
577|Konfeksiyonculuk|14.22.03|Bebek iç giyim eşyalarının imalatı (örgü veya tığ işi kumaştan olanlar hariç)
578|Konfeksiyonculuk|14.22.04|Çorap bağları, jartiyer, pantolon askıları vb. iç giyim eşyalarının imalatı (her tür kumaştan)
579|Konfeksiyonculuk|14.23.00|İş giysisi imalatı (dikişsiz plastik olanlar ile ateşe dayanıklı ve koruyucu güvenlik kıyafetleri hariç)
580|Konfeksiyonculuk|14.29.01|Giyim eşyası imalatı (keçeden veya diğer dokusuz kumaştan ya da emdirilmiş veya kaplanmış tekstil kumaşından olanlar)
581|Konfeksiyonculuk|14.29.02|Spor ve antrenman giysileri, kayak kıyafetleri, yüzme kıyafetleri vb. imalatı (örgü veya tığ işi kumaştan olanlar hariç)
582|Konfeksiyonculuk|14.29.03|Yazma, tülbent, eşarp, vb. imalatı (her tür kumaştan)
583|Konfeksiyonculuk|14.29.05|Şapka, kep, başlık, kasket ve el manşonları ile bunların parçalarının imalatı (kürkten şapka ve başlıklar dahil)
584|Konfeksiyonculuk|32.99.10|Ateşe dayanıklı ve koruyucu güvenlik kıyafetleri ve başlıkları ile diğer güvenlik ürünlerinin imalatı (solunum ekipmanları ve gaz maskeleri hariç)
585|Konfeksiyonculuk|46.16.03|Giyim eşyalarının bir ücret veya sözleşmeye dayalı olarak toptan satışını yapan aracılar (deri giyim eşyaları hariç)
586|Konfeksiyonculuk|46.42.01|Bebek giysileri, sporcu giysileri ve diğer giyim eşyalarının toptan ticareti
587|Konfeksiyonculuk|46.42.05|Dış giyim eşyalarının toptan ticareti (iş giysileri ile triko olanlar dahil, kürk ve deriden olanlar hariç)
588|Konfeksiyonculuk|47.55.10|Bebek arabaları, pusetleri, bebek yürüteçleri, bebek taşıyıları, bebek oto koltukları gibi bebek ekipmanlarının perakende ticareti
589|Konfeksiyonculuk|47.71.01|Bebek ve çocuk giyim eşyası perakende ticareti
590|Konfeksiyonculuk|47.71.04|Diğer dış giyim perakende satışı (palto, kaban, anorak, takım elbise, ceket, pantolon, şort (tekstil kumaşından veya örgü ve tığ işi))
591|Konfeksiyonculuk|47.71.08|Süveter, kazak, hırka, yelek ve benzeri eşyaların perakende ticareti
592|Konfeksiyonculuk|47.71.09|İş giysisi perakende ticareti
593|Konfeksiyonculuk|47.71.11|Spor giysisi perakende ticareti
594|Konfeksiyonculuk|47.71.12|Gelinlik perakende ticareti
595|Konfeksiyonculuk|47.71.99|Belirli bir mala tahsis edilmiş mağazalarda başka yerde sınıflandırılmamış giyim eşyası perakende ticareti (plastikten, vulkanize kauçuktan, kağıttan, dokusuz kumaştan ya da emdirilmiş veya kaplanmış tekstil kumaşından giysiler)
596|Konfeksiyonculuk|77.22.02|Gelinlik, kostüm, tekstil, giyim eşyası, ayakkabı ve mücevherlerin kiralanması ve operasyonel leasingi
597|Tasarım faaliyetleri|74.14.00|Diğer uzmanlaşmış tasarım faaliyetleri (endüstriyel ürün ve moda tasarım, iç tasarım ve grafik tasarım faaliyetleri hariç)
598|Tekstil baskıcılığı, boyacılığı|13.30.01|Kumaş ve tekstil ürünlerini ağartma ve boyama hizmetleri (giyim eşyası dahil)
599|Tekstil baskıcılığı, boyacılığı|13.30.02|Tekstil elyaf ve ipliklerini ağartma ve boyama hizmetleri (kasarlama dahil)
600|Tekstil baskıcılığı, boyacılığı|13.30.03|Kumaş ve tekstil ürünlerine baskı yapılması hizmetleri (giyim eşyası dahil, emprime baskı dahil, transfer baskı hariç)
601|Tekstil baskıcılığı, boyacılığı|13.30.04|Kumaş ve tekstil ürünlerine ilişkin diğer bitirme hizmetleri (apreleme, pliseleme, sanforlama, vb. dahil)
602|Tekstil baskıcılığı, boyacılığı|13.30.05|Kumaş ve tekstil ürünlerine transfer baskı yapılması hizmetleri
603|Tekstil baskıcılığı, boyacılığı|96.10.90|Diğer tekstil temizleme hizmetleri ile giyim eşyası ve diğer tekstil ürünlerini boyama ve renklendirme hizmetleri (imalat aşamasında yapılanlar hariç)
604|Terzilik|14.10.05|Sahne ve gösteri elbiseleri imalatı, dokuma, örgü (triko) ve tığ işi (kroşe), vb. kumaştan olanlar
605|Terzilik|14.21.04|Siparişe göre ölçü alınarak dış giyim eşyası imalatı, dokuma, örgü (triko) ve tığ işi (kroşe), vb. kumaştan olanlar (terzilerin faaliyetleri) (giyim eşyası tamiri ile gömlek imalatı hariç)
606|Terzilik|95.29.02|Giyim eşyası ve ev tekstil ürünlerinin onarımı ve tadilatı (deri giyim eşyaları hariç)
607|Tuhafiye imalatı, ticareti|13.96.02|Tekstil malzemelerinden parça halinde kordonlar; işleme yapılmamış şeritçi eşyası ve benzeri süs eşyalarının imalatı
608|Tuhafiye imalatı, ticareti|13.96.04|Tekstil malzemelerinden dokuma etiket, rozet, arma ve diğer benzeri eşyaların imalatı
609|Tuhafiye imalatı, ticareti|13.96.07|Tekstille kaplanmış kauçuk iplik veya kordon ile kauçuk veya plastikle kaplanmış veya emdirilmiş tekstilden iplik veya şeritler ve bunlardan yapılmış mensucat imalatı
610|Tuhafiye imalatı, ticareti|13.99.03|Keçe, basınçlı hassas giysi dokumaları, tekstilden ayakkabı bağı, pudra ponponu vb. imalatı
611|Tuhafiye imalatı, ticareti|13.99.06|Gipe iplik ve şeritlerin, şönil ipliklerin, şenet ipliklerin imalatı (metalize olanlar ile gipe lastikler hariç)
612|Tuhafiye imalatı, ticareti|14.29.04|Eldiven, kemer, şal, papyon, kravat, saç fileleri, kumaş mendil, atkı, fular vb. giysi aksesuarları imalatı (kürklü deriden olanlar hariç)
613|Tuhafiye imalatı, ticareti|15.12.11|Kumaş ve diğer malzemelerden saat kayışı imalatı (metal olanlar hariç)
614|Tuhafiye imalatı, ticareti|32.99.02|Kot vb. baskı düğmeleri, çıtçıtlar, düğmeler, fermuarlar vb. imalatı (düğme formları ve fermuar parçaları dahil)
615|Tuhafiye imalatı, ticareti|46.21.07|Yün ve tiftik toptan ticareti
616|Tuhafiye imalatı, ticareti|46.41.02|Tuhafiye ürünleri toptan ticareti
617|Tuhafiye imalatı, ticareti|46.41.04|İplik toptan ticareti (tuhafiye ürünleri ile dikiş ipliği hariç)
618|Tuhafiye imalatı, ticareti|46.42.03|Çorap ve giysi aksesuarlarının toptan ticareti
619|Tuhafiye imalatı, ticareti|46.42.06|İç giyim eşyalarının toptan ticareti
620|Tuhafiye imalatı, ticareti|46.86.04|Tekstil elyafı toptan ticareti
621|Tuhafiye imalatı, ticareti|47.51.02|Tuhafiye ürünleri perakende ticareti
622|Tuhafiye imalatı, ticareti|47.51.04|Halı, goblen veya nakış yapımı için temel materyallerin perakende ticareti
623|Tuhafiye imalatı, ticareti|47.51.90|Diğer tekstil ürünleri perakende ticareti
624|Tuhafiye imalatı, ticareti|47.71.02|Giysi aksesuarları perakende ticareti (eldiven, kravat, şapka, eşarp, şal, mendil, kemer, pantolon askısı, şemsiye, baston, vb.)
625|Tuhafiye imalatı, ticareti|47.71.05|İç giyim ve çorap perakende ticareti
626|Tuhafiye imalatı, ticareti|47.78.16|Yün, tiftik vb. perakende ticareti
627|Arzuhalcilik, danışmanlık, bilgi hizmetleri|63.92.00|Diğer bilgi hizmeti faaliyetleri
628|Arzuhalcilik, danışmanlık, bilgi hizmetleri|70.20.01|İşletme ve diğer idari danışmanlık faaliyetleri
629|Arzuhalcilik, danışmanlık, bilgi hizmetleri|70.20.02|İnsan kaynakları yönetim danışmanlığı faaliyetleri
630|Arzuhalcilik, danışmanlık, bilgi hizmetleri|73.20.03|Piyasa ve kamuoyu araştırma faaliyetleri
