id,name,city_id,district_id
953,EREĞLİ,67,324
954,ÇAYCUMA,67,214
955,DEVREK,67,272
956,ALAPLI,67,42
957,GÖKÇEBEY,67,372
958,AKSARAY,68,664
959,AĞAÇÖREN,68,10
960,GÜZELYURT,68,412
961,ORTAKÖY,68,721
962,SARIYAHŞİ,68,786
963,ESKİL,68,334
964,GÜLAĞAÇ,68,394
965,BAYBURT,69,665
966,AYDINTEPE,69,94
967,DEMİRÖZÜ,69,261
968,KARAMAN,70,666
969,AYRANCI,70,95
970,ERMENEK,70,329
971,KAZIM KARABEKİR,70,532
972,BAŞYAYLA,70,124
973,SARIVELİLER,70,785
974,IRMAK,71,667
975,KALETEPE,71,667
976,DELİCE,71,258
977,KESKİN,71,545
978,SULAKYURT,71,827
979,BALIŞEYH,71,114
980,ÇELEBİ,71,222
981,KARAKEÇİLİ,71,506
982,BATMAN,72,668
983,BEŞİRİ,72,140
984,GERCÜŞ,72,364
985,HASANKEYF,72,429
986,KOZLUK,72,576
987,SASON,72,790
988,ŞIRNAK,73,669
989,CİZRE,73,186
990,SİLOPİ,73,811
991,BEYTÜŞŞEBAP,73,149
992,GÜÇLÜKONAK,73,392
993,İDİL,73,455
994,ULUDERE,73,911
995,BARTIN,74,670
996,AMASRA,74,58
997,KURUCAŞİLE,74,593
998,ULUS,74,913
999,ARDAHAN,75,671
1000,ÇILDIR,75,231
1001,DAMAL,75,251
1002,GÖLE,75,377
1003,HANAK,75,423
1004,POSOF,75,756
1005,IĞDIR,76,672
1006,ARALIK,76,65
1007,KARAKOYUNLU,76,508
1008,TUZLUCA,76,901
1009,YALOVA,77,673
1010,ALTINOVA,77,51
1011,ARMUTLU,77,73
1012,ÇINARCIK,77,233
1013,KARABÜK,78,674
1014,SAFRANBOLU,78,764
1015,EFLANİ,78,305
1016,ESKİPAZAR,78,335
1017,OVACIK,78,727
1018,YENİCE,78,942
1019,KİLİS,79,675
1020,OSMANİYE,80,676
1021,KADİRLİ,80,486
1022,BAHÇE,80,106
1023,DÜZİÇİ,80,299
1024,HASANBEYLİ,80,428
1025,SUMBAS,80,834
1026,TOPRAKKALE,80,888
1027,DÜZCE,81,677
1028,AKÇAKOCA,81,21
1029,YIĞILCA,81,958
1030,CUMAYERİ,81,187
1031,GÖLYAKA,81,383
1032,ÇİLİMLİ,81,239
1033,GÜMÜŞOVA,81,399
1034,KAYNAŞLI,81,531
